Ref,Val,Package,PosX,PosY,Rot,Side
"REF**","PinSocket_2x08_P2.54mm_Vertical_SMD","PinSocket_2x08_P2.54mm_Vertical_SMD",-139.575000,-89.044600,180.000000,bottom
